PlayerID,Season,TeamID,PlayerName
642767,2018,1101,COBB_CHASE
642768,2018,1101,FARQHAR_HAYDEN
642769,2018,1101,FARQUHAR_HAYDEN
642770,2018,1101,FOSTER_TEVIN
642771,2018,1101,FRANKLIN_JAYLEN
642772,2018,1101,FRIDAY_JALONE
642773,2018,1101,GREEN_DRAKE
642774,2018,1101,HOWELL_HAYDEN
642775,2018,1101,KOHL_KOLTON
642776,2018,1101,LENOX_TREY
642777,2018,1101,LEWIS_JAREN
642778,2018,1101,MAXWELL_BJ
642779,2018,1101,RICKS_PAYTEN
642780,2018,1101,TEAM
642781,2018,1101,TRIPP_ISAIAH
642782,2018,1102,AKAYA_AMEKA
642783,2018,1102,BETTS_KOBI
642784,2018,1102,BROWN_LESEAN
642785,2018,1102,DEWANE_JONATHAN
642786,2018,1102,JOYCE_CHRIS
642787,2018,1102,LOUDER_PERVIS
642788,2018,1102,LYONS_TREVOR
642789,2018,1102,MANNING_RYAN
642790,2018,1102,MORRIS_CALEB
642791,2018,1102,NORMAN_DANE
642792,2018,1102,OBRIANT_CHARLES
642793,2018,1102,SCOTTIE_LAVELLE
642794,2018,1102,SIPLES_CJ
642795,2018,1102,SWAN_RYAN
642796,2018,1102,TEAM
642797,2018,1102,TOMES_SID
642798,2018,1102,TOOHEY_FRANK
642799,2018,1102,VAN_JACOB
642800,2018,1102,VAN_SOELEN_KEATON
642801,2018,1103,COTTON_VIRSHON
642802,2018,1103,DUVIVIER_MALCOLM
642803,2018,1103,EUBANKS_CRAIG
642804,2018,1103,GBADEBO_SINA
642805,2018,1103,IVEY_JIMOND
642806,2018,1103,KOSTELAC_MARK
642807,2018,1103,MCINTYRE_MARQUELLE
642808,2018,1103,OLOJAKPOKE_EMMANUEL
642809,2018,1103,PARRISH_ERIC
642810,2018,1103,PATTON_TORREY
642811,2018,1103,SAYLES_JADEN
642812,2018,1103,SMITH_LUCAS
642813,2018,1103,TEAM
642814,2018,1103,UTOMI_DANIEL
642815,2018,1104,BARNES_TYLER
642816,2018,1104,DAVIS_ARMOND
642817,2018,1104,FULLER_LANDON
642818,2018,1104,GIDDENS_DANIEL
642819,2018,1104,HALL_DONTA
642820,2018,1104,INGRAM_DAZON
642821,2018,1104,JOHNSON_JR._AVERY
642822,2018,1104,JOHNSON_JR_AVERY
642823,2018,1104,JONES_HERBERT
642824,2018,1104,JR_AVERY_JOHNSON
642825,2018,1104,KEY_BRAXTON
642826,2018,1104,NORRIS_RILEY
642827,2018,1104,PETTY_JOHN
642828,2018,1104,REESE_ALEX
642829,2018,1104,SCHAFFER_LAWSON
642830,2018,1104,SEXTON_COLLIN
642831,2018,1104,SMITH_GALIN
642832,2018,1104,TEAM
642833,2018,1105,BURNETT_TRACY
642834,2018,1105,GOULBOURNE_AMARI
642835,2018,1105,HOUSTON_BRANDON
642836,2018,1105,JOHNSON_ARISTON
642837,2018,1105,JOHNSON_ARTHUR
642838,2018,1105,KENNEDY_ANDRE
642839,2018,1105,MCLAURIN_RYAN
642840,2018,1105,MERRIWEATHER_MARCUS
642841,2018,1105,PETTY_DEEDERICK
642842,2018,1105,REEDER_JALEN
642843,2018,1105,SHERIF_MOHAMED
642844,2018,1105,TEAM
642845,2018,1105,WALTERS_JULIAN
642846,2018,1105,WILEY_EVAN
642847,2018,1106,DAVIS_GENE
642848,2018,1106,DENEUS_FREDENS
642849,2018,1106,EWUOSHO_TOBI
642850,2018,1106,GEE_REGINALD
642851,2018,1106,HOUSTON_DEMETRIUS
642852,2018,1106,JOHNSEN_BRANDEN
642853,2018,1106,JOHNSON_BRANDEN
642854,2018,1106,JOHNSON_MICAH
642855,2018,1106,JONES_ED
642856,2018,1106,LEFLORE_TERRANCE
642857,2018,1106,PICHARDO_FAUSTO
642858,2018,1106,ROGERS_AUSTIN
642859,2018,1106,ROGERS_STEVE
642860,2018,1106,ROSS_JACOBY
642861,2018,1106,SIMEON_RODNEY
642862,2018,1106,TEAM
642863,2018,1106,WRIGHT_MARICE
642864,2018,1107,ANDERSON_COSTA
642865,2018,1107,CAMPBELL_DEVONTE
642866,2018,1107,CHARLES_TRAVIS
642867,2018,1107,CLARK_AHMAD
642868,2018,1107,COCHRAN_XAVIER
642869,2018,1107,CONWAY_MATT
642870,2018,1107,CREMO_JOE
642871,2018,1107,FOSTER_ALEX
642872,2018,1107,FRUSCIO_NICK
642873,2018,1107,NICHOLS_DAVID
642874,2018,1107,STIRE_GREIG
642875,2018,1107,TEAM
642876,2018,1108,ALLEN_KHARI_JABRIEL
642877,2018,1108,BREWER_DEVON
642878,2018,1108,CARTER_TYLER
642879,2018,1108,CROSBY_TROYMAIN
642880,2018,1108,GIVENS_HAROLD
642881,2018,1108,HENDERSON_JUWAN
642882,2018,1108,HOWARD_MAURICE
642883,2018,1108,JOHNSON_REGINAL
642884,2018,1108,MOSBY_AJ
642885,2018,1108,PATTERSON_AVERY
642886,2018,1108,REED_YALEN
