ID,Pred
2014_1107_1110,0.5327651947086602
2014_1107_1112,0.03130587311318392
2014_1107_1113,0.12000559987950851
2014_1107_1124,0.04967734850724773
2014_1107_1140,0.052522381022791574
2014_1107_1142,0.3871457254769724
2014_1107_1153,0.04256991272896652
2014_1107_1157,0.5277406190779742
2014_1107_1160,0.0887994678808106
2014_1107_1163,0.03130658416258004
2014_1107_1166,0.06132343377958151
2014_1107_1173,0.11438867221218801
2014_1107_1174,0.37727086820327804
2014_1107_1181,0.004794209611971329
2014_1107_1184,0.45192531011323606
2014_1107_1196,0.01941337797358347
2014_1107_1203,0.2679395091865633
2014_1107_1211,0.02099880675714512
2014_1107_1217,0.28628715564414947
2014_1107_1234,0.0990871233596775
2014_1107_1235,0.07394824760894757
2014_1107_1242,0.005146207792500442
2014_1107_1243,0.029309073380509084
2014_1107_1246,0.013703438959229354
2014_1107_1257,0.013119406132279047
2014_1107_1264,0.47481155371705036
2014_1107_1269,0.14957376382694704
2014_1107_1272,0.025522386647416462
2014_1107_1273,0.5103174036422791
2014_1107_1276,0.03325582864042015
2014_1107_1277,0.015336275612088373
2014_1107_1291,0.6444381037355714
2014_1107_1295,0.36580570408690427
2014_1107_1300,0.7233896155874489
2014_1107_1301,0.045607143465620004
2014_1107_1304,0.1190173692719043
2014_1107_1307,0.04133111918195114
2014_1107_1308,0.14459875741422518
2014_1107_1314,0.011358989515492508
2014_1107_1326,0.009602052164125916
2014_1107_1328,0.06625013614073841
2014_1107_1329,0.04185207102203558
2014_1107_1332,0.06525250006285026
2014_1107_1338,0.027883516318755172
2014_1107_1344,0.12267303143499216
2014_1107_1361,0.0535033292430751
2014_1107_1372,0.2777700287452611
2014_1107_1386,0.16940515526777575
2014_1107_1387,0.0863807612114192
2014_1107_1390,0.0820030473577331
2014_1107_1393,0.011574551999846442
2014_1107_1397,0.03804088919144032
2014_1107_1400,0.034808241026112914
2014_1107_1409,0.16619112647390202
2014_1107_1411,0.5977210917185855
2014_1107_1417,0.040476034101142075
2014_1107_1418,0.39787770561558805
2014_1107_1433,0.08143608586876436
2014_1107_1437,0.05332322832564873
2014_1107_1438,0.059239508017620734
2014_1107_1444,0.291868366874247
2014_1107_1451,0.21061094579147696
2014_1107_1454,0.3245260357955172
