ID,Pred
2014_1107_1110,0.512517549415
2014_1107_1112,0.0345625570416
2014_1107_1113,0.141907424593
2014_1107_1124,0.0517863077785
2014_1107_1140,0.17446094442
2014_1107_1142,0.602288904865
2014_1107_1153,0.0897435085925
2014_1107_1157,0.602755406118
2014_1107_1160,0.168640253091
2014_1107_1163,0.0555879163611
2014_1107_1166,0.0718418141183
2014_1107_1173,0.135524111091
2014_1107_1174,0.261990812381
2014_1107_1181,0.0792247739966
2014_1107_1184,0.329718479118
2014_1107_1196,0.033464529801
2014_1107_1203,0.145707639384
2014_1107_1211,0.0711929939477
2014_1107_1217,0.132574954918
2014_1107_1234,0.124931080721
2014_1107_1235,0.0559020432457
2014_1107_1242,0.0464852981087
2014_1107_1243,0.1566241151
2014_1107_1246,0.0482827284584
2014_1107_1257,0.038129507242
2014_1107_1264,0.232972571948
2014_1107_1269,0.238316696859
2014_1107_1272,0.0959533228074
2014_1107_1273,0.256857701053
2014_1107_1276,0.0533687036972
2014_1107_1277,0.0425588384486
2014_1107_1291,0.572943839771
2014_1107_1295,0.215370204782
2014_1107_1300,0.290206173452
2014_1107_1301,0.111465200357
2014_1107_1304,0.239185763348
2014_1107_1307,0.10507200124
2014_1107_1308,0.223901997247
2014_1107_1314,0.0687529067486
2014_1107_1326,0.0633954559119
2014_1107_1328,0.116112177332
2014_1107_1329,0.115814111459
2014_1107_1332,0.0740457088809
2014_1107_1338,0.0619748842231
2014_1107_1344,0.0956723946279
2014_1107_1361,0.0758512137917
2014_1107_1372,0.168107446634
2014_1107_1386,0.169189932163
2014_1107_1387,0.129082282709
2014_1107_1390,0.102373505008
2014_1107_1393,0.0461796901421
2014_1107_1397,0.0618089247974
2014_1107_1400,0.107569538878
2014_1107_1409,0.283641228861
2014_1107_1411,0.693148445639
2014_1107_1417,0.0603209766747
2014_1107_1418,0.408539479838
2014_1107_1433,0.0964032406427
2014_1107_1437,0.0500510399018
2014_1107_1438,0.0431487478034
2014_1107_1444,0.367088080428
2014_1107_1451,0.463421943346
2014_1107_1454,0.448571064201
2014_1107_1455,0.0499326480218
2014_1107_1458,0.0428255046469
2014_1107_1459,0.522265130335
2014_1107_1462,0.144635318439
2014_1110_1112,0.0432644763706
2014_1110_1113,0.176912793509
2014_1110_1124,0.0923618966386
2014_1110_1140,0.223442409084
2014_1110_1142,0.477124885526
2014_1110_1153,0.0963093684822
2014_1110_1157,0.602179744145
2014_1110_1160,0.154799073841
2014_1110_1163,0.0800687921287
2014_1110_1166,0.0693151575853
2014_1110_1173,0.177198456466
2014_1110_1174,0.318280756086
2014_1110_1181,0.0716744989
2014_1110_1184,0.46541796642
2014_1110_1196,0.0432620608338
2014_1110_1203,0.151561011761
2014_1110_1211,0.095044464576
2014_1110_1217,0.190389617147
2014_1110_1234,0.155820992295
2014_1110_1235,0.0748227270184
2014_1110_1242,0.0584752599158
2014_1110_1243,0.149690659404
2014_1110_1246,0.0729348491986
2014_1110_1257,0.054544292047
2014_1110_1264,0.234186290543
